URL,关闭时间,创建时间,创建者,序号,更新时间,标签,标签数,标题,正文长度,正文预览,状态,类型,编号,获取时间,评论数,页码
https://github.com/microsoft/vscode/issues/289991,,2026-01-23T18:44:00Z,Ali6999,165,2026-01-23T18:46:03Z,new release,1,error ,1962,"
Type: <b>Bug</b>

Chat took too long to get ready. Please ensure you are signed in to GitHub and th...",open,Issue,289991,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/289990,,2026-01-23T18:42:43Z,fishcharlie,166,2026-01-23T18:43:48Z,,0,Time Spent/Duration for Copilot Chat,509,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,289990,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/289989,,2026-01-23T18:39:02Z,HopperTech,167,2026-01-23T18:40:36Z,,0,Chat consistently changes to a different terminal to run commands,724,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,289989,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/289983,,2026-01-23T18:07:18Z,timheuer,168,2026-01-26T09:51:25Z,,0,Keep my custom agent mode selected,1490,"
Type: <b>Bug</b>

I have a custom agent that I like to use. Each time I open a new workspace/reload...",open,Issue,289983,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/289982,,2026-01-23T18:03:15Z,slugx999,169,2026-01-23T20:57:59Z,info-needed,1,urgent! missing models,7074,"
Type: <b>Bug</b>

i have been using my models without any issues and all of sudden some of my premi...",open,Issue,289982,2026-01-26T20:07:43.660837,6,2
https://github.com/microsoft/vscode/issues/289980,,2026-01-23T17:50:12Z,amunger,170,2026-01-23T17:51:13Z,,0,configure tools quick pick auto closes when scrolled,172,"
Steps to Reproduce:

1. create a new custom agent
2. click on `configure tools`
3. select built in,...",open,Issue,289980,2026-01-26T20:07:43.660837,2,2
https://github.com/microsoft/vscode/issues/289978,,2026-01-23T17:46:52Z,digitarald,171,2026-01-23T17:47:00Z,"polish, chat-custom-modes",2,"Clarify that Custom Agent descriptions primarily inform orchestrator usage, not for users",191,"Unoptimized _descriptions_ will lead to custom agents being over or under-utilized in subagents.

- ...",open,Issue,289978,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/289976,,2026-01-23T17:37:03Z,lramos15,172,2026-01-23T17:37:03Z,,0,Language model group with name Azure already exists for vendor azure,1595,"Seeing this everytime I start the extension

```
rejected promise not handled within 1 second: Error...",open,Issue,289976,2026-01-26T20:07:43.660837,0,2
https://github.com/microsoft/vscode/issues/289973,,2026-01-23T17:27:00Z,jfilcik,173,2026-01-23T20:27:13Z,,0,[Data loss] Background Agent created/removed git worktrees and deleted pending local changes after “Copy Changes”,9550,"
Type: <b>Bug</b>

Area
copilot • background-agent • worktree • data-loss
Environment

OS: Windows (...",open,Issue,289973,2026-01-26T20:07:43.660837,1,2
https://github.com/microsoft/vscode/issues/290270,,2026-01-25T16:24:41Z,codingU4EA,174,2026-01-26T11:00:33Z,"feature-request, terminal, layout",3,Add 2 more buttons to improve the toggle of Panel Sizes,1569,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290270,2026-01-26T20:07:45.766236,2,3
https://github.com/microsoft/vscode/issues/290269,,2026-01-25T16:11:18Z,theReynald,175,2026-01-26T10:43:08Z,new release,1,"Unify Skills plus other Copilot customization file formats into a single “metafile” (i.e. prompts, instructions, agents, skills)",3290,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290269,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290268,,2026-01-25T16:09:15Z,softbryanorg-star,176,2026-01-25T16:12:10Z,new release,1,i have an issue,2200,"
Type: <b>Bug</b>

i have installed copilot on my windows system and i am signed in to git hub yet c...",open,Issue,290268,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290267,,2026-01-25T15:38:00Z,Rolanddoda,177,2026-01-25T16:34:59Z,new release,1,Popup for Google model,28341,"
Type: <b>Bug</b>

Honestly I don't know but the Popup for the Google model isn't opening. I probabl...",open,Issue,290267,2026-01-26T20:07:45.766236,3,3
https://github.com/microsoft/vscode/issues/290266,,2026-01-25T14:53:17Z,hediet,178,2026-01-25T21:59:23Z,feature-request,1,Need a way to inspect every tool call to understand how the LLM operates / what bugs the tools have,351,"The current log view is not sufficient.

This shouln't be for debugging, but for understanding the t...",open,Issue,290266,2026-01-26T20:07:45.766236,2,3
https://github.com/microsoft/vscode/issues/290264,,2026-01-25T14:33:41Z,pculligan,179,2026-01-25T14:35:10Z,new release,1,Cannot Use OpenAI from Copilot Chat,1622,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,290264,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290263,,2026-01-25T14:32:40Z,gdfbsgs,180,2026-01-25T15:10:40Z,new release,1,doesnt start at all,2127,"
Type: <b>Bug</b>

Chat took too long to get ready. Please ensure you are signed in to GitHub and th...",open,Issue,290263,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290256,,2026-01-25T14:29:49Z,wallimhammami10-ui,181,2026-01-25T14:31:16Z,"info-needed, triage-needed, new release",3,kdzbc,2560,"
Type: <b>Bug</b>

ne travaile pas slvp

Extension version: 1.388.0
VS Code version: Code 1.108.2 (c...",open,Issue,290256,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290255,,2026-01-25T14:18:48Z,willianfco,182,2026-01-25T14:20:14Z,ai-translated,1,Nao processa request,2084,"
Type: <b>Bug</b>

Eu solicitei uma legenda para uma imagem e ele retornou erro 413, a imagem é rela...",open,Issue,290255,2026-01-26T20:07:45.766236,2,3
https://github.com/microsoft/vscode/issues/290254,,2026-01-25T13:29:13Z,Weijiang-Xiong,183,2026-01-25T14:35:29Z,,0,Separate copilot inline suggestions from chat,1079,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290254,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290251,,2026-01-25T12:34:11Z,praneethpaavan,184,2026-01-25T12:35:36Z,"info-needed, triage-needed, new release",3,more recommendations,2862,"
Type: <b>Bug</b>

try to give simple recommendations


VS Code version: Code 1.108.2 (c9d77990917f3...",open,Issue,290251,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290250,,2026-01-25T11:54:31Z,hediet,185,2026-01-26T05:43:22Z,bug,1,Allo edits to sensitive files doesn't remember choice,155,"<img width=""518"" height=""463"" alt=""Image"" src=""https://github.com/user-attachments/assets/ca01cbb9-3...",open,Issue,290250,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290247,,2026-01-25T10:47:43Z,AshutoshDongaonkar,186,2026-01-26T10:04:06Z,"info-needed, new release",2,Instructions not followed,5424,"
Type: <b>Bug</b>

Here are the instructions - this analysis is absolutely false and carry no value....",open,Issue,290247,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290246,,2026-01-25T10:20:34Z,letmaik,187,2026-01-25T10:21:31Z,,0,"UI broken for long ""Allow edits to sensitive files"" content",562,"<!-- Please search existing issues to avoid creating duplicates -->
<!-- Please attach logs to help ...",open,Issue,290246,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290244,,2026-01-25T09:28:50Z,saimrudulaboddeda-a11y,188,2026-01-25T10:11:00Z,new release,1,terminal launch transport time exception,2588,"
Type: <b>Bug</b>

terminal launch transport time issue

VS Code version: Code 1.108.2 (c9d77990917f...",open,Issue,290244,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290243,,2026-01-25T09:23:54Z,bpasero,189,2026-01-25T15:48:45Z,"bug, chat-claude-agent",2,Claude sessions: fill in more sessions property,457,https://github.com/microsoft/vscode-copilot-chat/blob/beb172e73ae347bf9a290396711fa3a85dda6064/src/e...,open,Issue,290243,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290241,,2026-01-25T09:07:52Z,bpasero,190,2026-01-25T10:10:48Z,testplan-item,1,Test: agent sessions management window,907,"Refs: <!-- Refer to the issue that this test plan item is testing. -->

- [ ] anyOS
- [ ] anyOS

Com...",open,Issue,290241,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290240,,2026-01-25T09:04:21Z,asmrtfm,191,2026-01-25T09:15:56Z,triage-needed,1,editor.find should be case-sensitive by default or allow configuring,548,"There is no such thing as a case-insensitive programming language.
It is extremely annoying (and dan...",open,Issue,290240,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290239,,2026-01-25T09:03:15Z,bpasero,192,2026-01-25T09:04:28Z,testplan-item,1,Test: active/history chat session view,771,"Refs: <!-- Refer to the issue that this test plan item is testing. -->

- [ ] anyOS
- [ ] anyOS

Com...",open,Issue,290239,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290235,,2026-01-25T08:06:37Z,z85t95rcrs-art,193,2026-01-25T08:07:57Z,"info-needed, triage-needed, new release",3,Error response after severall retries,2042,"
Type: <b>Bug</b>

This was my request: ""chci z poslednich 15 minutovych svicek sbirat rozdilove hod...",open,Issue,290235,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290234,,2026-01-25T07:41:41Z,bpasero,194,2026-01-25T07:41:41Z,important,1,Chat: Retry Connection is a no-op,1246,"Steps to Reproduce:

1. have a VS Code window with an expired GH token
2. try to chat
3. eventually ...",open,Issue,290234,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290229,,2026-01-25T07:04:18Z,bhavyaus,195,2026-01-25T07:05:34Z,,0,Update token counting calculation for telemetry to reuse context window widget token details,204,"
The context window widget already computes detailed token breakdowns. The telemetry system should b...",open,Issue,290229,2026-01-26T20:07:45.766236,0,3
https://github.com/microsoft/vscode/issues/290228,,2026-01-25T07:04:03Z,Scatterblak,196,2026-01-26T08:31:34Z,,0,"replace_string_in_file now opens a dialog in the chat pane, and it's awful.",2137,"** Please search existing issues to avoid creating duplicates ** 
--I did, this is fairly specific, ...",open,Issue,290228,2026-01-26T20:07:45.766236,1,3
https://github.com/microsoft/vscode/issues/290227,,2026-01-25T06:59:38Z,Greeny187,197,2026-01-25T07:01:11Z,"info-needed, triage-needed, new release",3,not for 10 in a month,2054,"
Type: <b>Bug</b>

first try, first issue

Extension version: 0.36.2
VS Code version: Code 1.108.2 (...",open,Issue,290227,2026-01-26T20:07:45.767579,1,3
https://github.com/microsoft/vscode/issues/290354,,2026-01-26T10:27:30Z,senhalil,198,2026-01-26T11:11:55Z,,0,Git - single line diff in the inline git blame box,976,"<!-- ⚠️⚠️ Do Not Delete This! feature_request_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduc...",open,Issue,290354,2026-01-26T20:07:47.623415,0,4
https://github.com/microsoft/vscode/issues/290352,,2026-01-26T10:19:40Z,ntrogh,199,2026-01-26T11:20:55Z,"bug, confirmed, chat-agents-view",3,Filter agent sessions resets when selecting additional session state filter,2954,"
Type: <b>Bug</b>

1. Open Chat view
1. Update the list of session filters (e.g. uncheck Completed)
...",open,Issue,290352,2026-01-26T20:07:47.623415,1,4
https://github.com/microsoft/vscode/issues/290351,,2026-01-26T10:16:23Z,kenzoviski,200,2026-01-26T11:11:58Z,new release,1,Test Explorer not picking tests from C# project,1586,"<!-- ⚠️⚠️ Do Not Delete This! bug_report_template ⚠️⚠️ -->
<!-- Please read our Rules of Conduct: ht...",open,Issue,290351,2026-01-26T20:07:47.623415,0,4
